id,utrip_id,city_id,hotel_country
135,3106759_2,45020,Rook Islands
136,3122931_1,29622,Fook Island
137,3129367_1,48226,Glubbdubdrib
138,3137613_3,53454,Gondal
139,3140908_1,53470,Fook Island
140,314550_1,18980,Borginia
141,3153035_1,36063,Gondal
142,3166940_1,32140,Edonia
143,3199339_1,30836,Kasnia
144,3208471_1,12758,Leutonia
145,3261466_1,8931,Bartovia
146,3278168_1,67025,Borginia
147,3311860_2,38772,Borginia
148,3330774_1,37874,Holy Britannian Empire
149,333208_1,9723,The Devilfire Empire
150,3332766_1,4932,Borginia
151,341764_4,22338,Yerba
152,3421985_1,8359,Cobra Island
153,3438476_5,9723,The Devilfire Empire
154,345248_1,14549,Kangan
155,3474424_1,1987,Cobra Island
156,3475010_1,57620,Borginia
157,3480513_3,32821,Cobra Island
158,3505716_3,29319,Cobra Island
159,3573901_1,35160,Osterlich
160,3583215_2,60143,Patusan
161,358581_2,30240,Gondal
162,3604342_1,36905,Cobra Island
163,3612579_3,29319,Cobra Island
164,3642383_1,62185,Axphain
165,3648183_1,15799,Holy Britannian Empire
166,3659523_1,2122,Gondal
167,3681590_1,28330,Borginia
168,3692556_1,21929,Dawsbergen
169,3716661_1,29319,Cobra Island
170,3720958_1,63151,Borginia
171,3734067_3,56394,Cobra Island
172,374093_2,36063,Gondal
173,3771214_1,6697,Santa Prisca
174,3772534_3,5565,Idris
175,3780333_1,51291,Glubbdubdrib
176,3814308_1,27269,Gondal
177,3823929_1,52815,Aldovia
178,3833348_1,35160,Osterlich
179,3854172_1,3082,Holy Britannian Empire
180,3900257_1,66803,"Novoselic, The Kingdom of"
181,3935160_1,12786,The Devilfire Empire
182,3938012_1,12308,Santa Prisca
183,3968005_1,1034,Gondal
184,3998544_1,56590,Marina Venetta
185,4027391_1,19771,Patusan
186,4032850_1,62195,Gondal
187,4049740_1,39369,Glubbdubdrib
188,4107776_1,54125,Elbonia
189,4107804_1,52188,"Altis and Stratis, Republic of"
190,413159_2,19448,Nova Africa
191,4138429_2,45188,Sylvania
192,4151076_1,17127,Fook Island
193,4167184_1,36063,Gondal
194,4174895_2,45132,Cobra Island
195,4205602_1,20345,Fook Island
196,4214927_1,22491,Aslerfan
197,4222342_1,27404,Cobra Island
198,4247990_1,7246,Drusselstein
199,4268470_1,33802,Gondal
200,4274246_1,64876,Fook Island
201,4280526_1,2416,Drusselstein
202,4294427_1,12291,Elbonia
203,4304514_1,11783,Kangan
204,431482_2,19771,Patusan
205,4319219_1,26343,Fook Island
206,4319462_1,15826,Cobra Island
207,4355279_3,57658,Leutonia
208,4374366_5,25431,Coalition States
209,4410749_2,36063,Gondal
210,4412524_1,64824,Santa Prisca
211,4420557_1,2748,Leutonia
212,4422297_1,13603,Alvonia
213,4428620_3,9186,Tcherkistan
214,4450650_4,36063,Gondal
215,44522_1,45173,Sokovia
216,4495202_1,38677,Cobra Island
217,4500633_2,48285,Fook Island
218,4517773_4,60002,Gondal
219,4536968_3,66689,Rolisica
220,4563844_4,48226,Glubbdubdrib
221,4573129_1,36170,Carpathia
222,4577225_1,24910,Fook Island
223,460414_2,51765,Nevoruss
224,4609930_1,12426,Fook Island
225,4620406_2,45543,Elbonia
226,4630998_1,65365,Gondal
227,4643612_2,27115,Gondal
228,4648982_3,47976,Holy Britannian Empire
229,4668152_6,45020,Rook Islands
230,4679705_1,4932,Borginia
231,4680760_13,57915,Elbonia
232,4692262_1,51291,Glubbdubdrib
233,4727383_1,57266,Alvonia
234,4738583_3,19245,Cobra Island
235,4739766_1,47499,Kangan
236,4758018_3,56983,Kangan
237,4775420_1,4065,Cobra Island
238,4789681_1,47360,Fook Island
239,4805334_3,17127,Fook Island
240,4808014_2,29319,Cobra Island
241,4814891_1,57472,Gondal
242,4831221_3,3763,Glubbdubdrib
243,48753_1,43306,Carpathia
244,4901678_2,13444,Axphain
245,4913746_1,15332,Fook Island
246,4924447_2,67068,Glubbdubdrib
247,4928906_1,48973,Fook Island
248,4987622_1,14060,Glubbdubdrib
249,4989460_2,23243,São Rico
250,4999864_1,22065,Leutonia
251,500893_2,66648,Glubbdubdrib
252,5020500_1,55196,Dawsbergen
253,5066491_1,13530,Alvonia
254,5082574_2,39730,Osterlich
255,5099345_1,58136,Aldorria
256,5127469_1,63151,Borginia
257,5128569_1,62552,Syldavia
258,5129608_1,11783,Kangan
259,5169925_1,25617,Cobra Island
260,519025_2,58178,Gondal
261,5230343_2,43038,Yudonia
262,5243086_8,11113,Gondal
263,5283045_1,23921,Cobra Island
264,5287790_1,47976,Holy Britannian Empire
265,5290294_2,3763,Glubbdubdrib
266,5309150_1,36460,Cobra Island
267,5313742_1,11052,Carpathia
268,5343325_2,44109,Holy Britannian Empire
269,5371773_1,65856,Holy Britannian Empire
270,537965_1,52571,Bozatta
271,538634_1,14827,Fook Island
272,5386946_1,63840,Cobra Island
273,5429917_1,38571,Fook Island
274,544118_1,7549,Glubbdubdrib
275,5454290_1,61487,Santa Prisca
276,5461951_1,29712,Fook Island
277,5484053_1,32821,Cobra Island
278,5530792_1,11236,Pullamawang
279,5554549_1,22297,Rolisica
280,5574907_2,64133,Fook Island
281,5595202_1,51517,Sarkhan
282,5600024_1,43638,Borginia
283,5604332_1,53854,Slaka
284,5612976_1,63418,Carjackistan
285,5614522_1,10654,Fook Island
286,5618741_1,4202,Kangan
287,5622219_1,57117,Cobra Island
288,564597_1,41050,Cobra Island
289,5657924_2,52134,Elbonia
290,566444_1,21534,Pullamawang
291,5666208_1,27115,Gondal
292,5676753_1,3763,Glubbdubdrib
293,5691140_3,8766,Patusan
294,573692_1,61612,Robo-Hungarian Empire
295,5757720_2,55196,Dawsbergen
296,5761017_1,23921,Cobra Island
297,5777179_1,29770,Elbonia
298,581367_1,13614,Gondal
299,5824530_1,47499,Kangan
300,5859552_1,29770,Elbonia
301,5864655_1,56698,Bozatta
302,5920715_1,37496,Cobra Island
303,5941328_1,735,Patusan
304,5952124_1,47499,Kangan
305,5999955_1,37016,Fook Island
306,6030911_3,47976,Holy Britannian Empire
307,6034751_2,34640,Gondal
308,6039904_1,61678,Genosha
309,6044835_5,62611,Idris
310,6059943_9,37689,Gondal
311,6142441_1,58821,Robo-Hungarian Empire
312,614960_1,16521,Carjackistan
313,6158190_1,61487,Santa Prisca
314,6181348_1,35530,Elbonia
315,6249224_1,2416,Drusselstein
316,6255444_1,32936,Alvonia
317,634705_1,3387,Gondal
318,635947_1,64876,Fook Island
319,6559_1,61320,Bozatta
320,67_1,3763,Glubbdubdrib
321,690563_1,57620,Borginia
322,695669_2,17127,Fook Island
323,695887_1,40811,Glubbdubdrib
324,696499_1,66809,Bozatta
325,719367_1,64876,Fook Island
326,726070_1,66648,Glubbdubdrib
327,745273_1,57400,Gondal
328,745989_1,52168,Santa Prisca
329,754594_1,11115,Aslerfan
330,777839_2,13530,Alvonia
331,782425_1,382,Fook Island
332,79944_1,9526,Kangan
333,801234_2,382,Fook Island
334,804574_2,56983,Kangan
335,82451_1,382,Fook Island
336,825459_1,36435,"Braganza, Dominion of"
337,844246_1,47499,Kangan
338,860744_1,950,Pullamawang
339,863857_1,13356,Kasnia
340,914483_4,15337,Elbonia
341,920359_1,33022,Aldovia
342,921974_1,22230,San Sombrèro
343,952456_1,29813,Syldavia
344,973994_1,49668,Rolisica
345,980765_2,34744,Atlantis
346,982399_7,51259,Oceania
347,990588_1,47527,Holy Britannian Empire
348,1011290_1,10382,Gondal
349,1035857_2,3124,Cobra Island
350,1049163_1,47499,Kangan
351,1077235_4,28491,Nova Africa
352,1078963_1,26763,Glubbdubdrib
353,1081122_2,4202,Kangan
354,108138_1,4932,Borginia
355,1138978_1,53914,Fook Island
356,1160452_1,8462,Rolisica
357,1175737_1,20345,Fook Island
358,1244798_2,64876,Fook Island
359,1269973_1,61678,Genosha
360,1270084_3,58741,Bartovia
361,1305252_2,29319,Cobra Island
362,1362448_3,27404,Cobra Island
363,1366592_1,13530,Alvonia
364,1376382_1,29770,Elbonia
365,1385713_2,21267,Gondal
366,1392438_2,53739,Holy Britannian Empire
367,1409240_1,45030,Alvonia
368,141122_1,54465,Gondal
369,1413497_11,26742,Elbonia
370,1447084_1,65966,Gondal
371,1465938_1,54606,Glubbdubdrib
372,1466593_1,1046,Glubbdubdrib
373,1500554_1,44561,Holy Britannian Empire
374,1512512_1,66139,Elbonia
375,1516293_3,45617,Rolisica
376,1522169_2,23921,Cobra Island
377,1523318_11,32060,Gondal
378,1533162_1,23243,São Rico
379,1552247_2,25286,Laurania
380,157675_1,1940,Rolisica
381,1601501_2,8462,Rolisica
382,1609398_1,14833,Bangalla
383,1613692_2,61320,Bozatta
384,1649049_1,17013,Borginia
385,1665502_1,19444,Carpathia
386,1675250_1,49668,Rolisica
387,1682165_1,15381,Cobra Island
388,1685669_2,4932,Borginia
389,169352_1,58688,Aldovia
390,1696419_1,44103,Santa Prisca
391,1725684_1,2416,Drusselstein
392,1726872_1,64091,Kasnia
393,1757494_1,51259,Oceania
394,1766653_1,28501,Gondal
395,1768447_2,51259,Oceania
396,177649_1,6779,Kamistan
397,1782184_1,33440,Nevoruss
398,1797073_1,26436,Nova Africa
399,1800458_1,48711,Fook Island
400,1802095_1,29770,Elbonia
401,180713_1,42478,Glubbdubdrib
402,1818397_1,47486,Holy Britannian Empire
403,1820308_1,34123,Cobra Island
404,1837163_1,19101,Nevoruss
405,1861710_1,20662,Osterlich
406,18834_1,26235,Alvonia
407,189998_1,25328,Idris
408,1908263_1,17013,Borginia
409,1933327_2,6779,Kamistan
410,1946073_1,51765,Nevoruss
411,1950939_1,4932,Borginia
412,1983143_2,15990,Holy Britannian Empire
413,1995443_1,39315,Bozatta
414,2025110_1,34707,Grenyarnia
415,2056104_1,51135,Santa Prisca
416,2061434_1,17013,Borginia
417,2061561_2,48343,Dawsbergen
418,2061674_1,63415,São Rico
419,20732_1,55353,Santa Prisca
420,2103220_1,67560,Borginia
421,2117179_1,37761,Holy Britannian Empire
422,2129951_1,26904,Glubbdubdrib
423,2131716_1,22252,Edonia
424,2150348_1,38793,Sylvania
425,2155130_1,23472,Santa Prisca
426,2163661_2,24582,Alvonia
427,2193452_1,59229,Gondal
428,2225366_1,4932,Borginia
429,2258077_1,64496,Trans-Carpathia
430,2279373_1,51291,Glubbdubdrib
431,2293452_1,52571,Bozatta
432,2307856_2,46675,Kumbolaland
433,2315639_1,12379,Alvonia
434,2319985_1,38473,Cobra Island
435,235353_1,47486,Holy Britannian Empire
436,2382255_1,2454,Gondal
437,2393529_1,51904,Qasha
438,2399132_2,7410,Kasnia
439,2410032_1,66923,Fook Island
440,2412132_1,21741,Gondal
441,2414295_1,26436,Nova Africa
442,2415286_1,15343,Borginia
443,243147_9,8468,Gondal
444,2452242_1,49185,Axphain
445,2470798_2,55044,Pullamawang
446,2496304_1,51259,Oceania
447,2512182_1,56983,Kangan
448,2528727_1,2429,Kasnia
449,2544138_1,28316,Kasnia
450,2546915_1,61733,"Merania, Kingdom of"
451,2574316_1,17127,Fook Island
452,2593608_1,48483,Cobra Island
453,2604112_2,18913,Glubbdubdrib
454,2612669_2,15343,Borginia
455,2619273_1,62185,Axphain
456,2622030_3,23093,Holy Britannian Empire
457,2622973_2,2870,Gondal
458,2641327_1,45378,Cobra Island
459,2655663_1,1979,Kangan
460,2666413_1,18417,Glubbdubdrib
461,2702437_1,41882,Gondal
462,2726925_1,47499,Kangan
463,2759186_1,43641,Cobra Island
464,277616_1,51135,Santa Prisca
465,280900_1,58733,Fook Island
466,2816656_2,23921,Cobra Island
467,2860209_1,28253,Cobra Island
468,2879192_1,10485,Kangan
469,289638_2,21267,Gondal
470,290663_1,45188,Sylvania
471,2927679_1,8335,Cobra Island
472,2931672_1,63151,Borginia
473,2938994_1,35570,Cobra Island
474,2942494_2,29667,Leutonia
475,2964016_2,33890,Borginia
476,297002_1,61316,Drusselstein
477,2975568_1,6196,Fook Island
478,2985963_1,23714,Glubbdubdrib
479,2999388_2,29319,Cobra Island
480,3021560_1,11488,Cobra Island
481,3034499_4,22740,Grenyarnia
482,3048274_1,61487,Santa Prisca
483,3069597_1,29770,Elbonia
484,307309_1,22490,Fook Island
485,3077423_1,35060,Fook Island
486,3081022_1,13931,Cobra Island
487,3129731_1,25255,Leutonia
488,3133927_2,29268,Gondal
489,3142239_1,12308,Santa Prisca
490,3149277_1,37331,Glubbdubdrib
491,3177433_1,1909,Glubbdubdrib
492,3189592_2,65663,Oceania
493,321305_3,29319,Cobra Island
494,3250917_1,9608,Fook Island
495,3273411_2,58178,Gondal
496,3308369_2,7549,Glubbdubdrib
497,3309066_1,27388,Gondal
498,3310197_1,2459,Turgistan
499,3317251_1,2416,Drusselstein
500,331936_1,17013,Borginia
501,3329120_5,2721,Cobra Island
502,3330325_2,47324,Glubbdubdrib
503,3330595_1,38677,Cobra Island
504,3355525_1,21929,Dawsbergen
505,3361908_1,60441,Mypos
506,3369415_2,36766,Gondal
507,3375704_2,58819,Fook Island
508,3378791_1,6931,Alvonia
509,3395419_1,67429,Bozatta
510,3416018_1,33022,Aldovia
511,342506_3,38677,Cobra Island
512,3434621_1,9608,Fook Island
513,3455665_1,56590,Marina Venetta
514,3472515_1,2078,Kasnia
515,3519475_1,11404,Gondal
516,352060_1,64876,Fook Island
517,3521418_1,55935,Gondal
518,3522641_2,18343,Zephyria
519,3537555_1,43306,Carpathia
520,3542944_1,26436,Nova Africa
521,3561404_1,42368,Gondal
522,3571847_1,21925,Fook Island
523,3572274_5,36063,Gondal
524,358961_2,37721,Cobra Island
525,3604073_1,54343,Halla
526,3625792_2,47527,Holy Britannian Empire
527,3639805_1,49376,Gondal
528,3655503_1,47499,Kangan
529,3664915_1,21929,Dawsbergen
530,3689250_1,30836,Kasnia
531,3706277_1,11652,Borginia
532,3711837_1,21671,Fook Island
533,3724_1,52815,Aldovia
534,3741203_2,16521,Carjackistan
535,3812545_1,31088,Fook Island
536,3818406_1,51517,Sarkhan
537,3821391_1,36063,Gondal
538,3885678_2,46266,Pullamawang
539,3890905_1,45188,Sylvania
540,3910216_1,1241,Nevoruss
541,3948491_1,52378,Bartovia
542,395483_1,6536,Yerba
543,3956090_1,36063,Gondal
544,3981547_1,2416,Drusselstein
545,3983440_1,55128,Fook Island
546,4063146_2,26289,Fook Island
547,4080461_2,49063,Kangan
548,4083880_1,64876,Fook Island
549,4098775_1,47499,Kangan
550,4110433_5,62185,Axphain
551,411665_1,67361,Cobra Island
552,4117372_2,2369,Nova Africa
553,4124192_1,58178,Gondal
554,4141698_1,18554,Glubbdubdrib
555,4144245_1,32821,Cobra Island
556,4157079_1,62526,Gondal
557,4158630_1,51169,Bozatta
558,4177343_1,20861,Bozatta
559,4182142_2,49668,Rolisica
560,4184026_1,18311,Cobra Island
561,4187061_2,44869,Elbonia
562,4189528_2,30768,Gondal
563,4199855_3,31890,Rolisica
564,4213496_1,65663,Oceania
565,4213594_1,46854,Leutonia
566,4239881_1,30768,Gondal
567,4250790_1,16362,Patusan
568,4264097_1,7192,Gondal
569,4356178_1,29770,Elbonia
570,4360845_1,17127,Fook Island
571,4363945_1,6582,Sokovia
572,4376909_1,21641,Fook Island
573,4387921_1,2397,Rook Islands
574,4389803_1,36063,Gondal
575,4393866_2,4932,Borginia
576,4408622_1,50867,Dawsbergen
577,4416325_1,47499,Kangan
578,4430071_2,26436,Nova Africa
579,4430144_2,64876,Fook Island
580,4440147_1,11652,Borginia
581,4443958_1,46976,Gondal
582,4450418_1,4754,Khura'in
583,4471882_1,26911,Fook Island
584,4498077_1,4932,Borginia
585,4502455_1,16521,Carjackistan
586,4514550_1,60497,Cobra Island
587,4549105_1,58741,Bartovia
588,4549926_1,8335,Cobra Island
589,4560826_1,51765,Nevoruss
590,4563380_1,61320,Bozatta
591,4622377_2,55653,Yerba
592,4629352_1,18534,Santa Prisca
593,4639035_2,22490,Fook Island
594,4643104_1,36063,Gondal
595,4656134_1,63151,Borginia
596,4660269_1,46633,Edonia
597,4674684_1,50961,Gondal
598,47306_1,16888,Holy Britannian Empire
599,4734558_2,33341,Bozatta
600,474319_1,46361,Vadeem
601,4745650_1,31890,Rolisica
602,4749649_1,5864,Kasnia
603,4789146_1,57931,Kasnia
604,4793097_1,36779,Bultan
605,4796803_1,6582,Sokovia
606,4865493_1,44540,Cobra Island
607,4882097_1,64269,Carpathia
608,4896303_1,17775,Novistrana
609,4931420_2,59535,Palombia
610,4955809_1,2748,Leutonia
611,4969012_3,13642,Fook Island
612,4974908_1,31748,Fook Island
613,4976622_1,67371,Axphain
614,5028099_1,59535,Palombia
615,5030167_1,24890,Glubbdubdrib
616,5081252_1,48905,Aldovia
617,5085293_2,54353,Kangan
618,5129814_1,52634,Edonia
619,5138851_2,44869,Elbonia
620,515862_1,5232,Edonia
621,5184050_1,47112,Glubbdubdrib
622,5195032_2,45574,Glubbdubdrib
623,5226185_3,21730,Cobra Island
624,5255114_2,29319,Cobra Island
625,5262069_1,35451,Elbonia
626,5262959_1,51765,Nevoruss
627,5295337_1,56893,Kamistan
628,5296431_2,16468,Cobra Island
629,5306194_2,52815,Aldovia
630,5307626_1,25025,Norland
631,5318026_1,32821,Cobra Island
632,5354119_7,12003,Gondal
633,5386016_1,61320,Bozatta
634,5398214_1,40250,Fook Island
635,5410006_1,37689,Gondal
636,5416690_1,14563,Kangan
637,5435497_1,20514,Glubbdubdrib
638,5456530_1,14549,Kangan
639,5521984_2,38348,Santa Prisca
640,5526533_2,33048,Leutonia
641,5572721_1,46522,Cobra Island
642,557788_1,61320,Bozatta
643,5580130_1,8462,Rolisica
644,5612344_1,66648,Glubbdubdrib
645,5616205_3,4065,Cobra Island
646,5618380_1,19771,Patusan
647,5622415_1,14646,Drusselstein
648,5636671_2,65690,Kamistan
649,5637129_2,65966,Gondal
650,5640049_1,47499,Kangan
651,5665613_1,63394,Elbonia
652,5670589_1,18965,Elbonia
653,5675989_1,22094,Aslerfan
654,5709638_1,29319,Cobra Island
655,574453_2,39820,Elbonia
656,5745365_1,49561,Fook Island
657,576652_2,62185,Axphain
658,5787020_1,36063,Gondal
659,5787383_1,53793,Sokovia
660,579894_1,3763,Glubbdubdrib
661,5854009_4,23714,Glubbdubdrib
662,5930588_1,21929,Dawsbergen
663,5961157_1,49231,Fook Island
664,5967663_2,29319,Cobra Island
665,5968210_1,26436,Nova Africa
666,5997345_1,52390,Alvonia
667,6011659_4,23243,São Rico
668,6024508_2,27269,Gondal
669,6029677_1,23089,Elbonia
670,6051454_1,17013,Borginia
671,6062021_1,28115,Grenyarnia
672,6081388_2,29562,Santa Prisca
673,6089738_2,26023,Dawsbergen
674,6109283_1,8335,Cobra Island
675,6144558_2,17013,Borginia
676,6155593_3,29463,Syldavia
677,6183456_1,61320,Bozatta
678,6187281_29,15337,Elbonia
679,62156_1,55,Cobra Island
680,62413_1,12105,Fook Island
681,6248258_1,47153,Gondal
682,6249033_1,46854,Leutonia
683,6255742_1,18651,The Devilfire Empire
684,6257559_1,63669,Alvonia
685,627276_1,2416,Drusselstein
686,64839_1,29943,Axphain
687,651725_1,17707,Bartovia
688,665932_1,15284,Tcherkistan
689,670373_2,38677,Cobra Island
690,693278_1,46026,Nova Africa
691,703947_1,4202,Kangan
692,705746_1,33034,Bartovia
693,722503_2,52848,Axphain
694,737970_2,64824,Santa Prisca
695,760903_1,20514,Glubbdubdrib
696,767906_1,26730,Alvonia
697,780273_1,32632,Yerba
698,785166_2,12841,Marina Venetta
699,798562_1,56870,Fook Island
700,826065_1,17127,Fook Island
701,857366_15,37689,Gondal
702,86541_1,47976,Holy Britannian Empire
703,870953_1,47827,Gondal
704,873369_1,47499,Kangan
705,882951_2,44561,Holy Britannian Empire
706,894649_1,19444,Carpathia
707,900773_1,38324,Kasnia
708,901305_1,11481,Gondal
709,906924_1,17013,Borginia
710,928502_2,22553,Gondal
711,974758_2,47499,Kangan
712,1018771_2,278,Gondal
713,1021211_1,45025,Mypos
714,1027544_1,37704,El Othar
715,1030587_7,44869,Elbonia
716,1031655_6,57518,Bacteria
717,1069595_1,30688,San Sombrèro
718,1088453_2,63898,Slaka
719,1099519_2,51746,Aslerfan
720,1120213_1,22421,Borginia
721,1163012_2,39553,Yerba
722,1196471_1,47499,Kangan
723,1206866_1,9161,Bozatta
724,1210579_1,55128,Fook Island
725,1225418_1,32821,Cobra Island
726,1238832_1,52815,Aldovia
727,1277189_1,60237,Kangan
728,1279556_1,62185,Axphain
729,1281040_1,49681,Cobra Island
730,1291538_1,27115,Gondal
731,1295765_1,46854,Leutonia
732,1313900_1,12594,Fook Island
733,1322308_1,29319,Cobra Island
734,1349386_2,64269,Carpathia
735,1350190_3,40410,Gondal
736,1350327_3,22230,San Sombrèro
737,1357841_1,26305,Borginia
738,1370738_1,62185,Axphain
739,1372430_1,2078,Kasnia
740,1373309_1,25866,Glubbdubdrib
741,1434206_1,950,Pullamawang
742,1459687_1,55935,Gondal
743,1462727_1,8468,Gondal
744,1465027_2,24561,Laurania
745,1478963_1,61320,Bozatta
746,1481662_1,7001,Gondal
747,1485043_2,34903,Fook Island
748,1512844_1,37407,Glubbdubdrib
749,1545321_1,36063,Gondal
750,1548388_5,14744,Gondal
751,1575662_1,13931,Cobra Island
752,1578480_1,39878,Cobra Island
753,1610609_1,47499,Kangan
754,1619319_1,42597,Elbonia
755,1629247_1,24218,Kangan
756,1649940_2,26235,Alvonia
757,1668890_2,60274,Slaka
758,1681835_1,2122,Gondal
759,1689403_1,2416,Drusselstein
760,1694003_2,40194,Fook Island
761,1709189_1,21689,Gondal
762,1732563_4,14995,Gondal
763,1746553_1,22251,Gondal
764,1762505_1,28115,Grenyarnia
765,1763154_1,62929,Mypos
766,1763963_1,7410,Kasnia
767,1782592_2,12426,Fook Island
768,1812523_1,56893,Kamistan
769,1870872_1,26730,Alvonia
770,1884158_1,58151,Glubbdubdrib
771,1939150_1,36063,Gondal
772,1944074_1,52177,Fook Island
773,1987005_1,26436,Nova Africa
774,2000498_3,52574,Bultan
775,2000741_1,42429,Axphain
776,2022197_1,27269,Gondal
777,2053498_2,22469,Cobra Island
778,2053653_2,19335,Leutonia
779,2063251_2,2612,Holy Britannian Empire
780,2066875_4,36063,Gondal
781,207689_1,34145,Fook Island
782,2077533_1,2416,Drusselstein
783,2091867_7,61733,"Merania, Kingdom of"
784,2118194_1,42278,Gondal
785,2128214_1,45135,Cobra Island
786,2143573_1,55763,Bozatta
787,2159297_1,31093,Carpathia
788,2193648_1,16858,Gondal
789,2209334_1,26007,Borginia
790,2215247_1,38677,Cobra Island
791,2217592_2,34003,Samavia
792,2231777_1,12928,Cobra Island
793,2245241_1,45923,Glubbdubdrib
794,2278019_1,31205,Bozatta
795,228849_1,40531,Bozatta
796,2290207_1,55128,Fook Island
797,2291031_3,62950,Carpathia
798,2326488_4,19323,Osterlich
799,2418312_1,52376,Bozatta
800,2426571_1,41725,Dawsbergen
801,2441597_2,2465,Bartovia
802,2473559_2,18820,Cobra Island
803,2474415_1,63977,Cobra Island
804,2482217_1,11473,Fook Island
